Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Entry,Sing Tao Management Services Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), Network & System, E-commerce, Others, Data Scientist","['Monitor, analyze and interpret data', 'Understand e-commerce data to conduct evaluations', '2 years of experience in data analysis or CRM']",/hk/en/job/data-analyst-new-media-business-100003008824820,Data Analyst (New Media Business),"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,2
Not Specified,Middle,Bank of China Group Insurance Company Limited,http://www.bocgins.com,18-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), Data Scientist","['experience in data analysis, data transformation', 'data-mapping, ETL process, data-modeling', 'data statistics and analysis']",/hk/en/job/it-senior-data-analyst-100003008823849,IT Senior Data Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,5
Not Specified,Middle,"Huawei Services (Hong Kong) Co., Limited.",Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications","['Data Analysis, Machine Learning', 'Various Risk Control scenarios and massive data.', 'Risk Control']",/hk/en/job/data-analyst-risk-control-direction-100003008819949,Data Analyst - Risk Control Direction,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,1,0,1,1
Not Specified,Entry,S.F. Express (Hong Kong) Limited,http://www.sf-express.com/hk/tc/,20-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Product Management / Business Analyst, Software Development, Data Scientist","['Free shuttle bus coverage', '2 months or above performance bonus', 'Attractive basic salary']",/hk/en/job/data-scientist-100003008829997,Data Scientist,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Analyst,0,0,0,0,0,1,1,1,1
Not Specified,Entry,Arrow Asia Pac Limited,http://careers.arrow.com,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['Strong in Excel and PowerPoint', 'PowerBI experience is a plus', '2 years of relevant experience']",/hk/en/job/business-operations-analyst-reporting-100003008833102,Business Operations Analyst (Reporting),"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,1,0,1,0,0,0,2
Not Specified,Middle,Convoy Global Holdings Limited,Not Specified,22-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), DBA, Product Management / Business Analyst, Technical Writing","['Owner of Functional Specification, System Design', 'Use of Sales Force, System Implementation', 'First Group-wise Project on CRM & Loyalty Program']",/hk/en/job/business-analyst-data-crm-sales-force-100003008837827,"Business Analyst (Data, CRM, Sales Force)","Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,5
Not Specified,Middle,Kepro Solutions Limited,https://karingroup.com/group-profile/,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Product Management / Business Analyst, Data Scientist","['5-day work; Fresh graduates are welcome', 'BI, Data Analytics, Big data projects exposure', 'Experience in using Tableau, PowerBI, Qlikview']",/hk/en/job/consultant-associate-consultant-business-intelligence-100003008838112,Consultant/Associate Consultant – Business Intelligence,"Full Time, Permanent",Matriculated,NotSpecified,Data Analyst,0,0,1,0,0,1,0,1,2
Not Specified,Entry,Jebsen Beverage Company Limited,http://www.jebsen.com,21-10-2021,22-10-2021,['2923 7125'],no-email@email.com,Food and Beverage,"Transportation & Logistics, Supply Chain, Information Technology (IT), Data Scientist","['Sound knowledge of BI Tools', 'Strong C-Language capability', 'MNC experience is preferred']",/hk/en/job/supply-chain-analyst-ref-%3A-c801-100003008833739,Supply Chain Analyst (Ref.: C801),"Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,1,0,0,0,0,1,0,1,1
Not Specified,Entry,Mattex Asia Development Limited,Not Specified,22-10-2021,22-10-2021,0,no-email@email.com,Others,"Building & Construction, Building / Construction / QS, Sciences, Lab, R&D, Others, Information Technology (IT), Data Scientist","['Converts bus. requirements into technical solution', 'Assist project implementation with proactively mgt', 'Formulate test plans & conduct UAT']",/hk/en/job/business-analyst-100003008835066,Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,3
Not Specified,Entry,Arup,Not Specified,21-10-2021,22-10-2021,0,no-email@email.com,Engineering - Others,"Information Technology (IT), Others, Data Scientist","['Degree in Computer Science/other IT related field', 'Languages of Javascript, Typescript, C#, Python', '13-mth pay, Bonus, Flexi Hr, Family Medical']",/hk/en/job/graduate-data-scientist-100003008832325,Graduate Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,0,0,0,1,1,0,1
Not Specified,Senior,The Hong Kong Jockey Club,http://www.hkjc.com,21-10-2021,22-10-2021,['2576-1987'],no-email@email.com,Athletics/Sports,"Information Technology (IT), Data Scientist","['Degree in Computing, Mathematics, Statistics', '7 yrs’ exp in applying a variety of modelling', 'C#/C++, R, SQL, VBA']",/hk/en/job/big-data-analytics-modelling-manager-betting-100003008832575,Big Data Analytics Modelling Manager (Betting),"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,0,1,0,1,7
Not Specified,Entry,Hellotoby Technology (HK) Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Others,"Information Technology (IT), Data Scientist","['Maintain datasets within BI tool', 'Develop related dashboards and reports', 'Analyse data for market trends and patterns']",/hk/en/job/business-intelligence-analyst-100003008826365,Business Intelligence Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,1,0,1,1,0,1,1
Not Specified,Entry,Osmium Consulting Group Limited,Not Specified,13-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), DBA, Data Scientist","['Data Analytics | Data Engineer | MNC | FinTech', 'Python | Power BI | Dynamic and Friendly Culture', '5 Day Work | Attractive Package | Large Scale Firm']",/hk/en/job/data-analyst-data-engineer-up-to-%2440k-100003008813600,Data Analyst / Data Engineer ( Up to $40K ),"Full Time, Permanent",Not Specified,HK$25K-35K/month,Data Analyst,1,30,1,1,0,1,0,1,1
Not Specified,Entry,TuoFan IT Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Product Management / Business Analyst, Others","['Fast-growing Fintech company', 'Work life balance', 'Opportunity in cutting edge Blockchain projects']",/hk/en/job/defi-research-analyst-100003008825663,DeFi Research Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,1,0,0,0,0,0,0,0,1
Not Specified,Entry,Air Logistics Limited,Not Specified,12-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Product Management / Business Analyst, Data Scientist","['5-day work', 'Mulit-national environment', 'Ensures the accuracy and integrity of data']",/hk/en/job/business-data-analyst-100003008810847,Business Data Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,1,0,0,0,0,0,3
Not Specified,Middle,CL Technical Services Limited.,http://www.clts.com,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Stable Working Hours', 'Public Sector', 'Data Warehousing']",/hk/en/job/business-analyst-bi-project-management-%2435-40k-100003008829906,"Business Analyst (BI, Project Management, $35-40K)","Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,1,0,0,0,0,1,5
Not Specified,Entry,Osmium Consulting Group Limited,Not Specified,12-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Analyst, Sciences, Lab, R&D, Research & Development (R&D), Information Technology (IT), Data Scientist","['20 Days AL | Bonus | Medical', 'Global FinTech Company | Rapid Growing', '5-day Work Week']",/hk/en/job/data-analyst-%7C-35k-45k-100003008809827,Data Analyst | 35K - 45K,"Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,1,0,1,0,1,1,0,1,1
Not Specified,Entry,AXA Hong Kong,https://www.axa.com.hk,12-10-2021,22-10-2021,0,no-email@email.com,Insurance/Pension Funding,"Banking / Finance, Analyst, Insurance, Others, Information Technology (IT), Data Scientist","['Analytics and reporting role', 'Exposure to Insurance industry', 'Good working environment & culture']",/hk/en/job/data-analyst-assistant-analyst-inforce-management-finance-100003008811981,"Data Analyst / Assistant Analyst, Inforce Management (Finance)","Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,1,0,0,1,0,0,1
Not Specified,Senior,Optimum Solutions (Hong Kong) Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Data Scientist","['Inhouse IT Manager role', 'Strong project management experience', 'Proven experience in Power BI']",/hk/en/job/manager-business-intelligence-data-mining-100003008827043,"Manager, Business Intelligence / Data Mining","Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,1,0,0,0,0,0,10
Not Specified,Senior,OCBC Wing Hang Bank Limited,http://www.ocbcwhhk.com,21-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Loan, Retail Banking, Information Technology (IT), Product Management / Business Analyst","['Manage end-to-end delivery of project lifecycle', 'University Degree', 'Minimum 5 years exp. in data / project management']",/hk/en/job/manager-data-quality-systems-100003008831639,"Manager, Data Quality & Systems","Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,0,0,1,0,0,0,5
Not Specified,Middle,iAdvantage Limited,Not Specified,22-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Information Technology (IT), Support, Network & System","['Leading Data Centre in Hong Kong', 'Foster Professional Business Partnerships', 'Energetic and Flexible Working Environment']",/hk/en/job/data-centre-operator-noc-7-x-24-shift-duty-100003008838319,Data Centre Operator ( NOC / 7 x 24 Shift Duty ),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Analyst,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Ambition,http://www.ambition.com.hk,15-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Marketing / Public Relations, Digital Marketing, Information Technology (IT), Data Scientist","['Power BI, Tableau, Qlik', 'SQL queries', 'Competitive salary']",/hk/en/job/bi-developer-insurance-40-50k-100003008815391,"BI Developer, insurance, 40 - 50K","Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,1,0,0,0,0,1,3
Not Specified,Entry,Osmium Consulting Group Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist","['International working environment', 'Finance Industry', '3 Months Gurantee Bonus']",/hk/en/job/data-engineer-finance-industry-25k-40k-100003008823777,"Data Engineer ( Finance Industry, 25K-40K )","Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,0,0,0,1,0,1,0,1,1
Not Specified,Middle,Guotai Junan International Holdings Limited,http://www.gtjai.com,19-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Product Management / Business Analyst, Others","['Experience in AI/big data/gamification/blockchain', 'Good understanding on FinTech solutions', ""5+ years' in customer experience enhancement field""]",/hk/en/job/fintech-research-innovation-analyst-100003008826655,Fintech Research & Innovation Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,0,1,0,0,5
Not Specified,Senior,ConnectedGroup Limited,http://www.connectedgroup.com,19-10-2021,22-10-2021,0,['Chan @connectedgroup.com'],Human Resources Management/Consultancy,"Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Marketing - Market Research","['pre- and post-campaign evaluations', 'products sales reports', 'SAS or SPSS, SQL']",/hk/en/job/crm-lead-sql-40k-100003008825445,CRM Lead (SQL 40K),"Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,0,0,0,0,0,1,1
Not Specified,Middle,Charter Link Logistics (HK) Limited,http://www.charter-link.com.hk,21-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Product Management / Business Analyst, Network & System","['Transportation allowance', 'Meal allowance', 'Medical coverage provided']",/hk/en/job/solution-analyst-100003008831020,Solution Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,1,0,0,5
Not Specified,Senior,Delivery Hero Food Hong Kong Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Food and Beverage,"Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Marketing - Market Research, Others","['Support Marketing Business Intelligence function', 'Excellent in SQL and Tableau/Python or other tools', 'Cloud platform analytics is highly preferred']",/hk/en/job/senior-growth-marketing-analyst-100003008824725,Senior / Growth Marketing Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,1,0,1,0,1,1,0,1,1
Not Specified,Entry,Hutchison Telecommunications (Hong Kong) Limited,Not Specified,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Support, Software Development, Others, Student / Fresh Graduate / No Experience","['System support and maintenance activities', 'Backend application development', 'UNIX Scripts and Python']",/hk/en/job/software-developer-backend-100003008834809,Software Developer (Backend),"Full Time, Permanent",Degree,NotSpecified,Data Analyst,0,0,0,0,0,1,0,1,1
Not Specified,Entry,IT Solutions Limited.,Not Specified,19-10-2021,22-10-2021,0,['jobs @itsolutions.com.hkorPlease'],Information Technology,"Banking / Finance, Financial Services, Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting","['Data Extraction & Data Mapping, BI Reports', 'SQL / Tableau / SAS / Crystal Reports / Hyperion', 'Develop your Career in Major Bank']",/hk/en/job/major-bank%3A-it-business-analyst-aml-risk-management-sql-100003008826969,"Major Bank: IT Business Analyst  (AML & Risk Management, SQL)","Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,1,2
