Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Middle,Success Base Engineering Limited,Not Specified,2021-09-25,2021-10-22,0,no-email@email.com,Architecture/Building/Construction,"Information Technology (IT), Software Development, Others, Mobile / Wireless Communications","['Design, develop next generation applications', 'Experience in using Unity for C# development', 'Develop existing in-house written applications']",Senior Unity Developer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Concept 4 Limited,Not Specified,2021-09-27,2021-10-22,0,[],Trading and Distribution,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['3+ years of professional Web development exp.', 'Familiarity w/ Front-end & back-end technologies', 'Exp on set-up, configuration, Cloud Infrastructure']",Full Stack Software Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Welend Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Software Development","['Experiences on Ruby on Rails / Go-Lang / Node.js', 'Work closely with business throughout SDLC', 'Production support for internal and external users']",Full Stack Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Welend Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Product Management / Business Analyst, Software Development, Testing / QA","['Ensure proper development of test plans and cases', 'Prepare, generate and manage test data and samples', 'Hands-on functional and non-functional testing']",Automation QA Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Linkers International Limited,Not Specified,2021-09-30,2021-10-22,['2391 2813'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Support, E-commerce, Software Development","['3 years or above for SAP ABAP development', 'E-commerce platform in in retail industry', '5 day work / flexible working hour']",( Senior) Analyst Programmer ( SAP ABAP) - in-house / Perm,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,China Ping An Insurance (Hong Kong) Co Limited,http://www.cpaihk.com,2021-10-06,2021-10-22,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), Application Specialist - Software, IT Management, Network & System","['Participate in B2B and B2C Cloud-Based solutions', 'Hands on experience in Java, J2EE, Java Framework', 'Double pay + Performance Bonus']",Senior System Analyst/System Analyst,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Acton Consulting Limited,http://www.actoncl.com,2021-10-06,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting","['Excellent working environment', 'Five days work, Fringe benefits', 'APPLY NOW - Send CV to ', '[email\xa0protected]']",( Senior ) Technical Consultant / System Engineer - ICT Infrastructure,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Tech2Value Technologies Limited,http://www.tech2value.com,2021-09-23,2021-10-22,0,no-email@email.com,Telecommunication,"Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Support","['engineering head', 'voice industry', 'PABX, recorder, conferencing, contact centre']",Engineering Supervisor,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,HKBN Enterprise Solutions HK Limited,Not Specified,2021-09-30,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), IT Management, Security, Technical / Functional Consulting","['Talent-first & LIFE-work Priority Culture', 'At least 5 year experience in the IT Industry', 'Design IT security solution offerings']",e-Security Solution Architect,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,iAsia Online Systems Limited,http://www.iasia.com.hk,2021-10-04,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Friendly working environment, Discretionary Bonus', 'Sound knowledge in JAVA, C#, and MS SQL Server', '5-7 years of experience']",System Analyst,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,PeopleLink Services Limited,http://www.peoplelink-group.com/,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Network & System, Technical / Functional Consulting, Others","['Windows, Linux', 'Middleware', 'Weblogic']",Middleware administrator (Banking) (upto 60K+) (Perm role),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Taylor Coulter,http://www.taylorcoulter.com.hk,2021-10-08,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting","['At least 6 years working exp.,', 'Microsoft and Cisco certified is desirable', 'Experienced in infrastructure upgrade']","Infrastructure Engineer (Contract, over 50K)","Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,Standard Chartered Bank (Hong Kong) Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Others, Data Scientist","['Troubleshooting and problem-solving skills', 'Must have the required technical skills', 'Technologies have been implemented']",IT Operations Analyst - Mox  - (2100026841),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Aussco Hong Kong Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Manufacturing,"Accounting, Consulting, Information Technology (IT), Software Development","['SAP & Finance system implementations', 'Consultant Services', 'crystal report']",System Analyst/Programmer (SAP crystal report focus),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Banking / Finance, Analyst, Information Technology (IT), Technical / Functional Consulting, Data Scientist","['At least 5 years’ experience', 'Working with data integration technologies', 'Designing and delivering solutions']","Consulting, Financial Services - Data & Analytics - Senior Associate - Hong Kong","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,EY,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Professional Services, Business Consultancy, Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting","['5+ years’ experience as an ETL developer', 'Project delivery toolset experience in ETL tools', 'Knowledge and experience in project delivery']",Consulting - Data & Analytics - Data Engineer - Hong Kong,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Veolia Environmental Services Hong Kong Limited,Not Specified,2021-09-27,2021-10-22,0,no-email@email.com,Energy/Power/Water/Oil & Gas/Waste Management,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Security","['Degree holder in Computer Science or IT', ""2 years' experience in AWS"", 'Cloud solutions implementation']",Senior IT Infrastructure Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,SmarTone Telecommunications Limited,http://www.smartone.com,2021-09-30,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Security, Network & System, Mobile / Wireless Communications","['IP/ MPLS based mobile packet', 'Cloud platform and Internet backbone network', 'Network/ Security system/ technology evaluation']","Senior Engineer, Core Network","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Middle,Lidl Hong Kong Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Support","['1-2 years helpdesk + user support exp.', 'Immediately available or short notice period', 'Office located in ICC building']",IT Support Specialist,"Contract,Temporary",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Global Executive Consultants Limited.,http://www.globexec.com,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['MobileIron, Remote Access', 'CISSP, CISA', 'Infrastructure design']",System Specialist – VPN (Bank) (HK$35K - $45K) (Ref. No.: 25003),"Full Time, Permanent",Degree,HK$35K-45K/month,UX Consultant,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Acton Consulting Limited,http://www.actoncl.com,2021-09-27,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['ETL, OLAP /OR Data Mining', 'Tableau, Qlikview, SAP BW, Business Object, Cognos', 'Datawarehouse or BI']",Data Warehouse / Business Intelligence - System Analyst / Analyst Programmer (4 openings),"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Leadership Solutions Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['SAP', 'Java development', 'Data Engineering']","Java Developer, Data Engineering, SAP, RPA, PostgreSQL","Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,2
Not Specified,Middle,IVC Solutions Limited,http://www.ivcsol.com,2021-10-08,2021-10-22,0,no-email@email.com,Information Technology,"Professional Services, Business Consultancy, Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting","['SAP Consultant', 'Supply Chain', 'Procurement']","SAP Consultant / SAP Associate Consultant (Supply Chain, Procurement, Inventory, Sales)","Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Leadership Solutions Limited,Not Specified,2021-10-12,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['SAP', 'Java development', 'RPA']","Java Developer, SAP, RPA, PostgreSQL","Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Ungerboeck Systems International Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Technical / Functional Consulting","['Functional/ Technical Consultant, CRM/ERP', 'System Design & Analysis, Technical Development', 'Software Implementation, Process Reengineering']",Software Consultant/ Technical Consultant,"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,3
Not Specified,Middle,S.F. Express (Hong Kong) Limited,http://www.sf-express.com/hk/tc/,2021-10-20,2021-10-22,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), IT Management, Product Management / Business Analyst, Data Scientist","['Free shuttle bus coverage', '2 months or above performance bonus', 'Attractive basic salary']",Business Analyst (IT),"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Chow Sang Sang Holdings International Limited,http://www.chowsangsang.com,2021-10-21,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Data Scientist","['Bring AI/Data Science applications&systems to life', 'Collect&translate user needs to system requirement', '4 years or above related working experience']",Consultant - Artificial Intelligence,"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,4
Not Specified,Middle,Red Consultancy Services,Not Specified,2021-10-09,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Security, Network & System, Technical / Functional Consulting","['MNC-Enterprise IT Security/ Network Presales', 'Attractive package + friendly team + good career', 'Presentation, proposal, demonstration & support']",Presales Consultant -  Information Security / Network  (MNC),"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,5
Not Specified,Middle,The Wharf Group,http://www.wharfholdings.com,2021-10-15,2021-10-22,0,no-email@email.com,Property Development,"Admin & HR, Compensation & Benefits, HR Supporting Staff, Information Technology (IT), Others","['Solid HRIS experience', 'Exposure to SAP SuccessFactors an advantage', 'Strong in communication']",Human Resources Officer (HRIS),"Full Time, Permanent",Degree,NotSpecified,UX Consultant,0,0,0,0,0,0,0,0,5
